date,chlorophyll_ugL,organization,location,latitude,longitude
2011-10-03,73.51410684,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-10-03,56.41821862,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-10-03,74.29865021,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-10-03,84.4,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-10-03,43.2,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-10-03,83.3,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2011-10-03,77.1,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-10-03,83.5,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-10-03,60.9,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-10-03,44.33966546,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-10-17,35.6287803,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2011-10-17,4.53,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2011-10-17,3.706649074,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2011-10-17,36.1,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2011-10-17,39.5,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2011-10-17,2.75,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2011-10-17,36.8,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2011-10-17,56.58103947,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2011-10-17,65.2,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2011-10-17,38.56195267,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2011-10-17,61.1,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2011-10-17,24.52172428,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2011-10-17,23.6,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2011-10-17,59.90497955,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2011-10-17,22.2,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2011-10-17,5.747877644,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2011-10-17,22.59314993,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2011-10-17,23.23843874,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2011-10-17,21.5,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2011-10-17,36.23530659,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2011-12-06,6.268876084,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2011-12-06,5.0,CEDEN,Upper Klamath Lake at Link Bridge-KL0001,42.2386,-121.806
2011-12-19,5.0,CEDEN,Upper Klamath Lake at Link Bridge-KL0001,42.2386,-121.806
2011-12-19,6.268876084,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-01-04,5.321859238,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-01-17,8.129170091,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-01-30,9.911355788,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-02-13,7.239737666,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-02-27,10.33432599,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-03-14,19.72224358,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-03-26,23.1924289,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-04-10,28.68545746,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-04-23,35.54201805,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-04-23,35.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-04-23,26.70058792,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-04-23,26.70058792,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-04-23,25.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-04-23,36.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-04-23,29.39034745,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-04-23,34.6727755,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-04-23,24.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-04-23,10.50900149,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-04-23,8.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-04-23,9.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-04-23,24.88666323,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-04-23,29.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-04-23,26.70058792,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-04-23,26.0,CEDEN,Upper Klamath Lake at Link Bridge-KL0001,42.2386,-121.806
2012-04-23,9.475473995,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-04-23,25.79582195,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-04-23,31.16465768,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-04-23,31.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-04-23,26.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-04-23,26.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-05-07,18.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-05-07,20.26704714,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-05-07,22.13067442,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-05-07,19.3264358,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-05-07,19.0,CEDEN,Upper Klamath Lake at Link Bridge-KL0001,42.2386,-121.806
2012-05-07,7.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-05-07,21.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-05-07,11.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-05-07,14.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-05-07,13.53244767,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-05-07,18.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-05-07,12.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-05-07,15.49598677,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-05-07,4.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-05-07,12.53608998,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-05-07,19.3264358,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-05-07,20.26704714,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-05-07,23.05432522,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-05-07,22.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-05-07,8.426144882,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-05-07,19.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-05-07,5.15241255,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-05-21,4.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-05-21,9.475473995,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-05-21,3.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-05-21,4.001250366,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-05-21,5.15241255,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-05-21,4.001250366,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-05-21,7.358444888,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-05-21,5.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-05-21,3.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-05-21,4.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-05-21,3.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-05-21,2.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-05-21,6.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-05-21,5.15241255,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-05-21,5.0,CEDEN,Upper Klamath Lake at Link Bridge-KL0001,42.2386,-121.806
2012-05-21,4.001250366,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-05-21,6.268876084,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-05-21,6.268876084,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT FREMONT BRIDGE,42.23861,-121.80588
2012-05-21,2.801691514,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-05-21,8.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-05-21,3.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-05-21,4.001250366,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-06-06,3.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-06-06,11.52869102,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-06-06,12.53608998,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-06-06,4.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-06-06,11.52869102,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-06-06,4.001250366,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-06-06,10.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-06-06,7.358444888,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-06-06,9.475473995,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-06-06,3.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-06-06,4.001250366,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-06-06,10.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-06-06,6.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-06-06,7.358444888,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-06-06,6.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-06-06,6.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-06-06,5.15241255,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-06-06,8.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-06-06,7.358444888,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-06-06,11.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-06-19,15.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-06-19,26.70058792,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-06-19,24.88666323,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-06-19,10.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-06-19,11.52869102,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-06-19,26.70058792,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-06-19,16.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-06-19,10.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-06-19,29.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-06-19,11.52869102,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-06-19,9.475473995,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-06-19,16.46476029,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-06-19,24.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-06-19,8.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-06-19,23.97290594,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-06-19,26.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-06-19,23.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-06-19,26.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-06-19,29.39034745,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-06-19,17.42574116,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-07-02,63.76449467,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-07-02,99.39976317,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-07-02,31.16465768,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-07-02,35.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-07-02,48.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-07-02,50.75951867,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-07-02,45.76747844,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-07-02,30.27929275,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-07-02,30.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-07-02,31.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-07-02,70.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-07-02,36.40834228,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-07-02,37.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-07-02,116.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-07-02,54.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-07-02,60.55055694,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-07-02,66.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-07-02,54.04991744,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-07-02,58.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-07-02,34.6727755,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-07-16,271.5876775,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-07-16,214.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-07-16,278.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-07-16,214.3004946,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-07-16,128.9664857,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-07-16,169.5739952,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-07-16,236.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-07-16,209.5503344,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-07-16,213.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-07-16,170.2735482,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-07-16,281.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-07-16,123.1350057,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-07-16,184.8758133,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-07-16,185.5671104,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-07-16,156.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-07-16,148.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-07-16,216.3318279,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-07-16,235.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-07-16,364.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-07-16,271.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-07-30,86.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-07-30,76.41126925,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-07-30,245.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-07-30,211.5879141,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-07-30,191.7730299,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-07-30,156.2044243,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-07-30,194.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-07-30,81.85177234,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-07-30,181.4139508,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-07-30,103.1559306,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-07-30,121.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-07-30,11.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-07-30,22.13067442,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-07-30,230.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-07-30,274.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-07-30,12.53608998,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-07-30,93.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-07-30,21.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-08-13,58.93481005,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-08-13,6.268876084,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-08-13,22.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-08-13,16.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-08-13,17.42574116,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-08-13,112.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-08-13,66.0,CEDEN,Upper Klamath Lake at Coon Point-KL0009,42.4356,-122.029
2012-08-13,60.55055694,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-08-13,143.391484,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-08-13,115.7915115,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-08-13,138.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-08-13,5.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-08-13,64.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-08-13,96.38072326,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-08-13,23.05432522,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-08-13,103.9048867,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-08-13,430.0,CEDEN,Upper Klamath Lake at Wocus Bay-KL0004,42.3262,-121.921
2012-08-13,122.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-08-13,176.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-08-13,314.4250213,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-08-27,22.0,CEDEN,Upper Klamath Lake at North Buck Island-KL0003,42.3082,-121.857
2012-08-27,44.92834409,KLAMATHTRIBES_WQX,AGENCY LAKE SOUTH,42.523583,-121.984278
2012-08-27,15.49598677,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT EAGLE RIDGE,42.422083,-121.943278
2012-08-27,43.24353005,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE,42.369083,-121.848694
2012-08-27,14.0,CEDEN,Upper Klamath Lake at Eagle Ridge-KL0006,42.4219,-121.944
2012-08-27,71.0,CEDEN,Upper Klamath Lake at Pelican Marina-KL0002,42.2416,-121.823
2012-08-27,6.268876084,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT COON POINT,42.435722,-122.028194
2012-08-27,151.0,CEDEN,Upper Klamath Lake at Mid North-KL0008,42.4412,-122.0
2012-08-27,125.3261758,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT MID-LAKE NORTH,42.441361,-121.998833
2012-08-27,47.0,CEDEN,Agency Lake South-KL0010,42.5234,-121.985
2012-08-27,6.268876084,KLAMATHTRIBES_WQX,AGENCY LAKE NORTH,42.560556,-121.947444
2012-08-27,64.56446038,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT PELICAN MARINA,42.241722,-121.822306
2012-08-27,103.0,CEDEN,Upper Klamath Lake at Shoalwater Bay-KL0007,42.4071,-121.964
2012-08-27,23.05432522,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
2012-08-27,57.31293846,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT WOCUS BAY,42.32689,-121.919922
2012-08-27,45.0,CEDEN,Upper Klamath Lake at Mid Lake-KL0005,42.3689,-121.85
2012-08-27,5.0,CEDEN,Upper Klamath Lake at Agency North-KL0011,42.5604,-121.949
2012-08-27,89.5392142,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT SHOAL WATER BAY,42.40725,-121.963083
2012-09-10,81.85177234,KLAMATHTRIBES_WQX,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,42.308389,-121.856222
